,Date,Open,High,Low,Close,Adj Close,Volume,Daily_return,Cum_return
63,6/3/2019,24830.16016,24935.21094,24680.57031,24819.7793,24819.7793,328240000,0.00019102287078967732,-0.03795500578181458
64,6/4/2019,24962.82031,25343.76953,24962.82031,25332.17969,25332.17969,281690000,0.020644840705735145,-0.017310165076079433
65,6/5/2019,25451.0,25544.66016,25373.58008,25539.57031,25539.57031,262660000,0.008186844659161594,-0.00912332041691784
66,6/6/2019,25567.44922,25800.30078,25518.05078,25720.66016,25720.66016,248070000,0.007090559778489879,-0.0020327606384279604
67,6/7/2019,25768.7207,26072.75,25768.7207,25983.93945,25983.93945,263010000,0.010236101576018111,0.008203340937590151
68,6/10/2019,26090.2207,26210.60938,26054.31055,26062.67969,26062.67969,249280000,0.003030342652680372,0.011233683590270523
69,6/11/2019,26180.58984,26248.66992,25998.86914,26048.50977,26048.50977,253490000,-0.000543686227530822,0.0106899973627397
70,6/12/2019,26040.30078,26082.09961,25958.66016,26004.83008,26004.83008,223690000,-0.001676859458973988,0.009013137903765712
71,6/13/2019,26036.93945,26146.91016,25995.71094,26106.76953,26106.76953,213400000,0.003920019845790189,0.0129331577495559
72,6/14/2019,26076.35938,26162.2793,25988.08984,26089.60938,26089.60938,208020000,-0.0006573065265804146,0.012275851222975486
73,6/17/2019,26108.5293,26165.7793,26049.80078,26112.5293,26112.5293,199500000,0.0008785075953481613,0.013154358818323648
74,6/18/2019,26228.88086,26527.18945,26227.75977,26465.53906,26465.53906,273490000,0.013518788469104785,0.026673147287428433
75,6/19/2019,26490.16016,26569.75,26415.05078,26504.0,26504.0,240950000,0.0014532460462190506,0.028126393333647484
76,6/20/2019,26665.38086,26798.63086,26539.68945,26753.16992,26753.16992,278170000,0.009401219438575319,0.0375276127722228
77,6/21/2019,26749.11914,26907.36914,26705.86914,26719.13086,26719.13086,485560000,-0.0012723374501708079,0.03625527532205199
78,6/24/2019,26727.60938,26806.51953,26723.36914,26727.53906,26727.53906,232390000,0.0003146883798000169,0.03656996370185201
79,6/25/2019,26731.60938,26752.31055,26527.66016,26548.2207,26548.2207,282160000,-0.006709123484861441,0.02986084021699057
80,6/26/2019,26599.41992,26660.03906,26536.33008,26536.82031,26536.82031,274340000,-0.0004294219988913425,0.029431418218099227
81,6/27/2019,26523.7207,26607.24023,26465.32031,26526.58008,26526.58008,246930000,-0.0003858876037284901,0.02904553061437074
82,6/28/2019,26605.92969,26638.34961,26522.26953,26599.96094,26599.96094,499350000,0.002766314382732187,0.03181184499710293
83,7/1/2019,26805.85938,26890.64063,26616.21094,26717.42969,26717.42969,267670000,0.004416124905783414,0.03622796990288634
84,7/2/2019,26719.5293,26787.56055,26632.65039,26786.67969,26786.67969,219270000,0.002591940946546943,0.03881991084943329
85,7/3/2019,26832.32031,26966.0,26831.43945,26966.0,26966.0,149840000,0.0066943836292985195,0.04551429447873181
86,7/5/2019,26867.75,26950.81055,26733.33008,26922.11914,26922.11914,192170000,-0.0016272661870504013,0.04388702829168141
87,7/8/2019,26835.64063,26839.14063,26744.86914,26806.14063,26806.14063,214290000,-0.004307926482194343,0.039579101809487066
88,7/9/2019,26725.11914,26807.69922,26665.57031,26783.49023,26783.49023,218330000,-0.000844970572699792,0.038734131236787275
89,7/10/2019,26851.960939999997,26983.44922,26813.10938,26860.19922,26860.19922,207990000,0.002864040098630535,0.04159817133541781
90,7/11/2019,26950.160160000003,27088.44922,26916.320310000003,27088.08008,27088.08008,252300000,0.008483960157314169,0.050082131492731975
91,7/12/2019,27139.49023,27333.789060000003,27135.44922,27332.0293,27332.0293,248390000,0.009005777422376795,0.05908790891510877
92,7/15/2019,27364.68945,27364.68945,27294.16992,27359.160160000003,27359.160160000003,199730000,0.0009926397964166078,0.06008054871152538
93,7/16/2019,27349.320310000003,27398.679689999997,27290.24023,27335.63086,27335.63086,226000000,-0.0008600154340410852,0.05922053327748429
94,7/17/2019,27320.910160000003,27343.06055,27218.38086,27219.84961,27219.84961,193930000,-0.004235543368030395,0.0549849899094539
95,7/18/2019,27191.98047,27266.81055,27068.789060000003,27222.9707,27222.9707,216070000,0.00011466227935564812,0.05509965218880955
96,7/19/2019,27246.38086,27342.960939999997,27145.7793,27154.19922,27154.19922,287690000,-0.0025262298063599307,0.05257342238244962
97,7/22/2019,27174.179689999997,27227.76953,27088.90039,27171.90039,27171.90039,216310000,0.0006518759716163074,0.05322529835406593
98,7/23/2019,27231.85938,27368.81055,27204.58008,27349.18945,27349.18945,248850000,0.006524720665664225,0.05975001901973015
99,7/24/2019,27262.24023,27291.039060000003,27191.11914,27269.9707,27269.9707,244320000,-0.0028965666476086366,0.05685345237212151
100,7/25/2019,27247.39063,27298.429689999997,27062.48047,27140.98047,27140.98047,241420000,-0.0047301198603782535,0.05212333251174326
101,7/26/2019,27166.0,27213.69922,27123.25,27192.44922,27192.44922,233650000,0.0018963482198769662,0.05401968073162022
102,7/29/2019,27192.24023,27275.84961,27178.06055,27221.34961,27221.34961,250850000,0.0010628093764627252,0.05508249010808295
103,7/30/2019,27145.39063,27224.35938,27069.85938,27198.01953,27198.01953,293250000,-0.0008570508198252307,0.05422543928825772
104,7/31/2019,27244.66992,27281.65039,26719.59961,26864.26953,26864.26953,385150000,-0.012271114065193848,0.04195432522306387
105,8/1/2019,26879.85938,27175.589839999997,26548.71094,26583.41992,26583.41992,386320000,-0.01045439220621165,0.031499933016852215
106,8/2/2019,26528.66016,26570.01953,26249.2207,26485.00977,26485.00977,327640000,-0.0037019371584301295,0.027797995858422086
107,8/5/2019,26259.23047,26259.23047,25523.38086,25717.74023,25717.74023,422240000,-0.02896995495425868,-0.0011719590958365958
108,8/6/2019,25810.61914,26038.67969,25710.86914,26029.51953,26029.51953,318160000,0.012123121907744769,0.010951162811908173
109,8/7/2019,25814.2207,26073.21094,25440.39063,26007.07031,26007.07031,344790000,-0.00086245233893498,0.010088710472973193
110,8/8/2019,26086.51953,26383.60938,26038.09961,26378.18945,26378.18945,282530000,0.01426993258280627,0.024358643055779464
111,8/9/2019,26337.08984,26413.35938,26097.64063,26287.43945,26287.43945,240260000,-0.003440342263521047,0.020918300792258416
112,8/12/2019,26169.91016,26178.94922,25824.93945,25896.43945,25896.43945,199390000,-0.014874023799225526,0.00604427699303289
113,8/13/2019,25888.88086,26426.9707,25833.25,26279.91016,26279.91016,308900000,0.014807854598713869,0.02085213159174676
114,8/14/2019,26035.08008,26035.08008,25471.58984,25479.41992,25479.41992,352250000,-0.030460158924683296,-0.009608027332936538
115,8/15/2019,25514.25,25639.68945,25339.59961,25579.39063,25579.39063,332600000,0.003923586577476581,-0.0056844407554599565
116,8/16/2019,25678.16992,25929.65039,25678.16992,25886.00977,25886.00977,276210000,0.011986960300781757,0.0063025195453218
117,8/19/2019,26020.06055,26222.32031,26020.06055,26135.78906,26135.78906,252640000,0.009649200174894262,0.015951719720216063
118,8/20/2019,26086.85938,26160.11914,25952.0,25962.43945,25962.43945,238100000,-0.006632652628242382,0.009319067091973682
119,8/21/2019,26145.35938,26268.32031,26141.76953,26202.73047,26202.73047,208790000,0.009255332899774829,0.01857439999174851
120,8/22/2019,26271.64063,26388.7793,26099.00977,26252.24023,26252.24023,222810000,0.001889488580462463,0.020463888572210976
121,8/23/2019,26134.21094,26320.28906,25507.17969,25628.90039,25628.90039,364260000,-0.023744253234726724,-0.003280364662515748
122,8/26/2019,25826.05078,25941.25,25716.39063,25898.83008,25898.83008,222780000,0.0105322384453655,0.007251873782849753
123,8/27/2019,26014.46094,26054.01953,25721.84961,25777.90039,25777.90039,263530000,-0.0046693109158389,0.002582562867010853
124,8/28/2019,25712.99023,26041.57031,25637.42969,26036.09961,26036.09961,207070000,0.010016301409100226,0.01259886427611108
125,8/29/2019,26249.08984,26408.83984,26185.71094,26362.25,26362.25,208650000,0.012526852903678797,0.025125717179789876
126,8/30/2019,26476.39063,26514.61914,26295.58984,26403.2793,26403.2793,2190810000,0.0015563656364687508,0.026682082816258626
127,9/3/2019,26198.25977,26198.25977,25978.2207,26118.01953,26118.01953,223210000,-0.010803952295425552,0.015878130520833075
128,9/4/2019,26301.99023,26362.34961,26244.43945,26355.4707,26355.4707,202710000,0.009091469195329155,0.02496959971616223
129,9/5/2019,26603.15039,26836.30078,26603.15039,26728.15039,26728.15039,256670000,0.01414050594057488,0.03911010565673711
130,9/6/2019,26790.25,26860.86914,26708.39063,26797.46094,26797.46094,209700000,0.0025931667170629824,0.04170327237380009
131,9/9/2019,26866.23047,26900.83008,26762.17969,26835.50977,26835.50977,273120000,0.0014198669823679096,0.043123139356167996
132,9/10/2019,26805.83008,26909.429689999997,26717.05078,26909.429689999997,26909.429689999997,322340000,0.0027545562068149463,0.04587769556298294
133,9/11/2019,26928.05078,27137.039060000003,26885.48047,27137.039060000003,27137.039060000003,272590000,0.008458349828372212,0.054336045391355156
134,9/12/2019,27197.320310000003,27306.73047,27105.00977,27182.44922,27182.44922,250010000,0.0016733645811392295,0.05600940997249439
135,9/13/2019,27216.66992,27277.55078,27193.94922,27219.51953,27219.51953,255260000,0.0013637590086152949,0.05737316898110968
136,9/16/2019,27146.06055,27172.86914,27032.56055,27076.820310000003,27076.820310000003,220620000,-0.00524253265538808,0.052130636325721603
137,9/17/2019,27010.11914,27110.80078,26984.14063,27110.80078,27110.80078,223580000,0.0012549653028294814,0.053385601628551084
138,9/18/2019,27075.39063,27161.929689999997,26899.15039,27147.08008,27147.08008,212860000,0.0013381862193743111,0.05472378784792539
139,9/19/2019,27186.05078,27272.16992,27064.210939999997,27094.789060000003,27094.789060000003,212360000,-0.0019262115795105775,0.05279757626841482
140,9/20/2019,27102.179689999997,27194.75,26926.679689999997,26935.070310000003,26935.070310000003,497640000,-0.005894814299764841,0.046902761968649974
141,9/23/2019,26851.44922,27011.070310000003,26831.33984,26949.99023,26949.99023,204240000,0.0005539217023858081,0.04745668367103578
142,9/24/2019,27034.070310000003,27079.679689999997,26704.96094,26807.76953,26807.76953,301750000,-0.005277207850030379,0.042179475821005404
143,9/25/2019,26866.710939999997,27016.56055,26755.85938,26970.710939999997,26970.710939999997,237220000,0.006078141257431043,0.04825761707843645
144,9/26/2019,27004.10938,27015.070310000003,26803.83984,26891.11914,26891.11914,229180000,-0.0029510456797768913,0.045306571398659554
145,9/27/2019,26987.25977,27012.539060000003,26715.82031,26820.25,26820.25,217780000,-0.002635410584105533,0.04267116081455402
146,9/30/2019,26852.33008,26998.85938,26852.33008,26916.83008,26916.83008,222680000,0.003601013413372348,0.04627217422792637
147,10/1/2019,26962.539060000003,27046.210939999997,26562.2207,26573.03906,26573.03906,260110000,-0.012772344253696034,0.03349982997423034
148,10/2/2019,26425.85938,26438.03906,25974.11914,26078.61914,26078.61914,309640000,-0.0186060735802042,0.014893756394026136
149,10/3/2019,26039.01953,26205.19922,25743.46094,26201.03906,26201.03906,241610000,0.004694263885016432,0.019588020279042568
150,10/4/2019,26271.69922,26590.74023,26271.69922,26573.7207,26573.7207,221310000,0.014223925972804627,0.03381194625184719
151,10/7/2019,26502.33008,26655.83984,26424.53906,26478.01953,26478.01953,195200000,-0.0036013462728988594,0.030210599978948333
152,10/8/2019,26276.58984,26421.81055,26139.80078,26164.03906,26164.03906,244590000,-0.011858155389766126,0.018352444589182206
153,10/9/2019,26308.23047,26424.31055,26249.75,26346.00977,26346.00977,190060000,0.00695499305679455,0.025307437645976757
154,10/10/2019,26317.34961,26603.31055,26314.50977,26496.66992,26496.66992,217680000,0.005718518717455091,0.031025956363431847
155,10/11/2019,26694.19922,27013.9707,26694.19922,26816.58984,26816.58984,282080000,0.012073967067028334,0.04309992343046018
156,10/14/2019,26766.42969,26874.33008,26749.17969,26787.35938,26787.35938,178620000,-0.001090014061236015,0.04200990936922416
157,10/15/2019,26811.19922,27120.10938,26811.19922,27024.80078,27024.80078,245510000,0.008863934538365823,0.050873843907589984
158,10/16/2019,26972.31055,27058.339839999997,26943.289060000003,27001.98047,27001.98047,214660000,-0.0008444210259226485,0.05002942288166733
159,10/17/2019,27032.38086,27112.160160000003,26970.289060000003,27025.88086,27025.88086,222540000,0.000885134704343504,0.050914557586010836
160,10/18/2019,27004.49023,27018.25,26770.13086,26770.19922,26770.19922,288970000,-0.00946062188775602,0.04145393569825481
161,10/21/2019,26852.66992,26852.66992,26747.61914,26827.64063,26827.64063,241030000,0.002145722171431905,0.04359965786968672
162,10/22/2019,26850.429689999997,26946.64063,26782.60938,26788.09961,26788.09961,265510000,-0.0014738910717248775,0.042125766797961844
163,10/23/2019,26835.24023,26896.89063,26745.0,26833.94922,26833.94922,247680000,0.0017115663547436497,0.04383733315270549
164,10/24/2019,26893.929689999997,26931.7793,26714.33984,26805.5293,26805.5293,253590000,-0.0010591031445650277,0.04277823000814047
165,10/25/2019,26789.60938,27015.36914,26765.67969,26958.06055,26958.06055,274610000,0.0056902905476296645,0.04846852055577013
166,10/28/2019,27040.33008,27167.88086,27028.710939999997,27090.7207,27090.7207,290770000,0.004920982715130942,0.05338950327090108
167,10/29/2019,27061.070310000003,27165.93945,27039.75977,27071.460939999997,27071.460939999997,269610000,-0.0007109356821210172,0.05267856758878006
168,10/30/2019,27110.710939999997,27204.35938,26999.64063,27186.68945,27186.68945,231750000,0.004256457021488124,0.056935024610268184
169,10/31/2019,27188.36914,27188.36914,26918.289060000003,27046.23047,27046.23047,270910000,-0.005166461339779016,0.05176856327048917
170,11/1/2019,27142.94922,27347.429689999997,27142.94922,27347.35938,27347.35938,270870000,0.011133858758395883,0.06290242202888505
171,11/4/2019,27402.06055,27517.58008,27402.06055,27462.10938,27462.10938,273030000,0.004196017553487096,0.06709843958237215
172,11/5/2019,27500.23047,27560.35938,27453.55078,27492.63086,27492.63086,286350000,0.001111403336781824,0.06820984291915397
173,11/6/2019,27502.74023,27526.05078,27407.81055,27492.56055,27492.56055,237910000,-2.557412579422806e-06,0.06820728550657454
174,11/7/2019,27590.160160000003,27774.66992,27590.160160000003,27674.80078,27674.80078,259020000,0.006628710689517899,0.07483599619609244
175,11/8/2019,27686.19922,27694.94922,27578.9707,27681.24023,27681.24023,221440000,0.000232682795124281,0.07506867899121672
176,11/11/2019,27580.660160000003,27714.39063,27517.66992,27691.49023,27691.49023,202350000,0.00037028687713534575,0.07543896586835207
177,11/12/2019,27701.589839999997,27770.85938,27635.320310000003,27691.49023,27691.49023,213670000,0.0,0.07543896586835207
178,11/13/2019,27622.039060000003,27806.40039,27587.19922,27783.589839999997,27783.589839999997,278390000,0.0033259174293270776,0.07876488329767914
179,11/14/2019,27757.19922,27800.710939999997,27676.9707,27781.960939999997,27781.960939999997,303970000,-5.862813298714114e-05,0.078706255164692
180,11/15/2019,27843.539060000003,28004.89063,27843.539060000003,28004.89063,28004.89063,283720000,0.008024260435807973,0.08673051560049998
181,11/18/2019,27993.2207,28040.9707,27969.24023,28036.2207,28036.2207,252320000,0.0011187356670637344,0.08784925126756371
182,11/19/2019,28079.75977,28090.210939999997,27894.51953,27934.01953,27934.01953,245890000,-0.0036453262047548467,0.08420392506280887
183,11/20/2019,27879.55078,27897.2793,27675.2793,27821.089839999997,27821.089839999997,258140000,-0.00404272968588436,0.08016119537692451
184,11/21/2019,27820.2793,27828.33008,27708.339839999997,27766.289060000003,27766.289060000003,232020000,-0.0019697567678029584,0.07819143860912155
185,11/22/2019,27831.23047,27898.460939999997,27773.98047,27875.61914,27875.61914,214780000,0.003937511410464156,0.0821289500195857
186,11/25/2019,27917.76953,28068.68945,27917.76953,28066.4707,28066.4707,248420000,0.00684654066485437,0.08897549068444006
187,11/26/2019,28080.75,28146.01953,28042.210939999997,28121.679689999997,28121.679689999997,324050000,0.001967079886535058,0.09094257057097513
188,11/27/2019,28156.4707,28174.9707,28075.23047,28164.0,28164.0,198210000,0.0015048997949810158,0.09244747036595614
189,11/29/2019,28103.160160000003,28119.50977,28042.5293,28051.410160000003,28051.410160000003,120630000,-0.003997650901860422,0.08844981946409572
190,12/2/2019,28109.74023,28109.839839999997,27782.34961,27783.039060000003,27783.039060000003,236610000,-0.009567116179516883,0.07888270328457883
191,12/3/2019,27501.98047,27524.74023,27325.13086,27502.81055,27502.81055,275350000,-0.010086315949627594,0.06879638733495123
192,12/4/2019,27634.63086,27727.44922,27612.08008,27649.7793,27649.7793,218200000,0.005343772038599888,0.07414015937355112
193,12/5/2019,27736.05078,27745.19922,27562.80078,27677.789060000003,27677.789060000003,208600000,0.0010130192974091646,0.07515317867096029
194,12/6/2019,27839.679689999997,28035.84961,27839.679689999997,28015.06055,28015.06055,223310000,0.012185636983823285,0.08733881565478357
195,12/9/2019,27987.05078,28010.41992,27906.14063,27909.59961,27909.59961,217000000,-0.0037644373394009035,0.08357437831538267
196,12/10/2019,27900.65039,27949.01953,27804.0,27881.7207,27881.7207,213250000,-0.000998900392322735,0.08257547792305993
197,12/11/2019,27867.31055,27925.5,27801.80078,27911.30078,27911.30078,213510000,0.0010609130016857146,0.08363639092474565
198,12/12/2019,27898.339839999997,28224.94922,27859.86914,28132.05078,28132.05078,277740000,0.007908982879012922,0.09154537380375857
199,12/13/2019,28123.64063,28290.73047,28028.320310000003,28135.38086,28135.38086,250660000,0.00011837316895386769,0.09166374697271244
200,12/16/2019,28191.66992,28337.49023,28191.66992,28235.89063,28235.89063,286770000,0.0035723621620809497,0.0952361091347934
201,12/17/2019,28221.75,28328.63086,28220.56055,28267.160160000003,28267.160160000003,286770000,0.0011074391245437898,0.09634354825933719
202,12/18/2019,28291.43945,28323.25,28239.2793,28239.2793,28239.2793,289890000,-0.000986333959343327,0.09535721429999386
203,12/19/2019,28278.31055,28381.48047,28278.24023,28376.960939999997,28376.960939999997,262570000,0.00487553660762153,0.1002327509076154
204,12/20/2019,28608.64063,28608.64063,28445.59961,28455.089839999997,28455.089839999997,603780000,0.002753251137963462,0.10298600204557885
205,12/23/2019,28491.7793,28582.49023,28491.7793,28551.5293,28551.5293,223530000,0.0033891813570883257,0.10637518340266718
206,12/24/2019,28572.570310000003,28576.80078,28503.210939999997,28515.44922,28515.44922,86150000,-0.001263682922931898,0.10511150047973528
207,12/26/2019,28539.460939999997,28624.09961,28535.15039,28621.39063,28621.39063,155970000,0.003715228512889726,0.10882672899262501
208,12/27/2019,28675.339839999997,28701.660160000003,28608.98047,28645.25977,28645.25977,182280000,0.0008339615747035027,0.10966069056732851
209,12/30/2019,28654.75977,28664.68945,28428.98047,28462.14063,28462.14063,181600000,-0.006392650702779746,0.10326803986454876
210,12/31/2019,28414.64063,28547.34961,28376.49023,28538.43945,28538.43945,193340000,0.0026807126347896193,0.10594875249933838
211,1/2/2020,28638.9707,28872.80078,28627.76953,28868.80078,28868.80078,251820000,0.011576012436797756,0.11752476493613614
212,1/3/2020,28553.33008,28716.31055,28500.35938,28634.88086,28634.88086,239590000,-0.00810286238706727,0.10942190254906888
213,1/6/2020,28465.5,28708.01953,28418.63086,28703.38086,28703.38086,252760000,0.002392187358309826,0.1118140899073787
214,1/7/2020,28639.179689999997,28685.5,28565.2793,28583.679689999997,28583.679689999997,258900000,-0.0041702812147406355,0.10764380869263807
215,1/8/2020,28556.14063,28866.179689999997,28522.50977,28745.089839999997,28745.089839999997,291750000,0.005646933906010326,0.1132907425986484
216,1/9/2020,28851.9707,28988.00977,28844.31055,28956.90039,28956.90039,275060000,0.00736858194491564,0.12065932454356404
217,1/10/2020,28977.51953,29009.070310000003,28789.09961,28823.76953,28823.76953,237830000,-0.004597552162246378,0.11606177238131767
218,1/13/2020,28869.00977,28909.910160000003,28819.429689999997,28907.05078,28907.05078,249830000,0.00288932541988723,0.1189510978012049
219,1/14/2020,28895.5,29054.160160000003,28872.26953,28939.66992,28939.66992,287440000,0.0011284146642371131,0.12007951246544202
220,1/15/2020,28901.80078,29127.589839999997,28897.34961,29030.2207,29030.2207,260270000,0.00312894999322098,0.123208462458663
221,1/16/2020,29131.94922,29300.320310000003,29131.94922,29297.64063,29297.64063,252110000,0.00921177736688719,0.13242023982555018
